time,DT_inner,DT_outer,Integral_BC_Cond,Integral_BC_RelErr,Integral_BC_Total,T_cond_inner,T_cond_outer,T_evap_inner,T_evap_outer,T_inner_avg,T_inner_max,T_inner_min,T_wall_var_avg,ZeroPP,avg_flux_uo,bc_scale_pp,catastrophic_pp,condenser_boundary_integral,evaporator_boundary_integral,hp_boiling_limit,hp_capillary_limit,hp_entrainment_limit,hp_sonic_limit,hp_viscous_limit,operational_pp,recoverable_pp,scale_pp,total_evap_heat,total_evap_heat_exam
-30000,-1.1368683772162e-12,-1.1368683772162e-12,0,0,0,800,800,800,800,800,800,800,799.99999999998,0,0,1,1,0,0,33420287.679108,15793.543360822,4260.5665504575,3510.4034606704,18381.695631363,1,1,0,0,0
-29000,-1.1368683772162e-12,-1.1368683772162e-12,0,0,0,800,800,800,800,800,800,800,799.99999999998,0,0,1,1,0,0,33420287.679108,15793.543360822,4260.5665504575,3510.4034606704,18381.695631363,1,1,1,0,0
-28000,-1.1368683772162e-12,-1.1368683772162e-12,0,0,0,800,800,800,800,800,800,800,799.99999999998,0,0,1,1,0,0,33420287.679108,15793.543360822,4260.5665504575,3510.4034606704,18381.695631363,1,1,1,0,0
-27000,-1.1368683772162e-12,-1.1368683772162e-12,0,0,0,800,800,800,800,800,800,800,799.99999999998,0,0,1,1,0,0,33420287.679108,15793.543360822,4260.5665504575,3510.4034606704,18381.695631363,1,1,1,0,0
-26000,-1.1368683772162e-12,-1.1368683772162e-12,0,0,0,800,800,800,800,800,800,800,799.99999999998,0,0,1,1,0,0,33420287.679108,15793.543360822,4260.5665504575,3510.4034606704,18381.695631363,1,1,1,0,0
-25000,-1.1368683772162e-12,-1.1368683772162e-12,0,0,0,800,800,800,800,800,800,800,799.99999999998,0,0,1,1,0,0,33420287.679108,15793.543360822,4260.5665504575,3510.4034606704,18381.695631363,1,1,1,0,0
-24000,-1.1368683772162e-12,-1.1368683772162e-12,0,0,0,800,800,800,800,800,800,800,799.99999999998,0,0,1,1,0,0,33420287.679108,15793.543360822,4260.5665504575,3510.4034606704,18381.695631363,1,1,1,0,0
-23000,-1.1368683772162e-12,-1.1368683772162e-12,0,0,0,800,800,800,800,800,800,800,799.99999999998,0,0,1,1,0,0,33420287.679108,15793.543360822,4260.5665504575,3510.4034606704,18381.695631363,1,1,1,0,0
-22000,-1.1368683772162e-12,-1.1368683772162e-12,0,0,0,800,800,800,800,800,800,800,799.99999999998,0,0,1,1,0,0,33420287.679108,15793.543360822,4260.5665504575,3510.4034606704,18381.695631363,1,1,1,0,0
-21000,-1.1368683772162e-12,-1.1368683772162e-12,0,0,0,800,800,800,800,800,800,800,799.99999999998,0,0,1,1,0,0,33420287.679108,15793.543360822,4260.5665504575,3510.4034606704,18381.695631363,1,1,1,0,0
-20000,-1.1368683772162e-12,-1.1368683772162e-12,0,0,0,800,800,800,800,800,800,800,799.99999999998,0,0,1,1,0,0,33420287.679108,15793.543360822,4260.5665504575,3510.4034606704,18381.695631363,1,1,1,0,0
